seq	AlphaPubDate	PathID	PubYear	RecordID	RecordTitle	Title	bookauthor	bookdate	booktitle	matchquality	isfiction	singlework	actualtitle	actualauthor	howpositive	genresnamed	comments
1003	Aug 28, 1847	20160127192611_00010	1847	9403908	Researches into the History of the Oceanic and of the American Nations.	The Athenaeum	Prichard, James Cowles	1836.0	Researches into the physical history of mankind	2.3235927990708483							
1004	Jan 23, 1830	20160127231005_00012	1830	5119196	The Country Curate.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Gleig, G. R. (George Robert)	1830.0	The country curate	2.55							
1005	Feb 22, 1868	20160127192611_00010	1868	8663653	Old Deccan Days; or, Hindoo Fairy Legends, current in Southern India.	The Athenaeum	Frere, Mary	1889.0	Old Deccan days; or, Hindoo fairy legends, current in southern India	3.5300549450549448							
1006	Jul 27, 1912	20160127191335_00001	1912	8937592	The Golden Bough.	The Athenaeum	Gibbs, George	1918.0	The golden bough	2.421929824561404							
1007	Jan 8, 1848	20160127192611_00010	1848	9009290	Now and Then.	The Athenaeum	Warren, Samuel	1848.0	Now and then	2.480909090909091							
1008	Oct 30, 1897	20160127192715_00011	1897	8846046	Captains Courageous.	The Athenaeum	Kipling, Rudyard	1899.0	Captains courageous	2.831111111111111							
1009	Dec 1912	20160127190310_00010	1912	3198550	TANGLEWOOD TALES.	The Bookman	Hawthorne, Nathaniel	1913.0	Tanglewood tales	2.684144363341444							
1010	Apr 1894	20160127231210_00002	1894	6082759	CHAPTERS FROM SOME UNWRITTEN MEMOIRS.	Macmillan's magazine,  1859-1907	Ritchie, Anne Thackeray	1895.0	Chapters from some unwritten memoirs	3.316029785669368							
1011	May 28, 1825	20160127230904_00011	1825	5197316	The Travellers, a Tale illustrative of the Manners, Customs, and Superstitions of modern Greece.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Sedgwick, Catharine Maria	1825.0	The travellers : a tale : designed for young people	2.3565413276231264							
1012	Nov 21, 1846	20160127231005_00012	1846	5278626	Book review	The Literary gazette : A weekly journal of literature, science, and the fine arts											
1013	Dec 9, 1820	20160127230657_00008	1820	5154064	Tales of My Landlord. New Series; containing the Fair Witch of Glas Llyn.	The Literary chronicle and weekly review, May 22, 1819-Dec. 28, 1822		1820.0	Tales of my landlord	2.4668406285072955							
1014	Oct 1808	20160127231822_00007	1808	5690387	I. Queenhoo-Hall, a Romance; and Ancient Times, a Drama.	scots magazine and Edinburgh literary miscellany, Jan. 1804-July 1817	Strutt, Joseph	1808.0	Queenhoo-Hall : a romance ; and Ancient times, a drama	2.539762826420891							
1015	Aug 1904	20160128003019_00003	1904	6121473	THE LAST VOYAGE OF THE "ELIZABETH."	Macmillan's magazine,  1859-1907	Parrish, Randall	1908.0	The last voyage of the Donna Isabel; a romance of the sea	2.188405339969412							
1016	Jan 1827	20160127235106_00007	1827	5018374	Stories of Chivalry and Romance.	Inspector, literary magazine and review, Nov. 1826-Apr. 1827		1827.0	Stories of chivalry and romance	3.3084285081894644							
1017	Mar 3, 1877	20160128001241_00001	1877	8530442	A Family Party in the Piazza of St. Peter, and other Stories.	Examiner	Trollope, Thomas Adolphus	1877.0	A family party in the piazza of St. Peter	3.252315423976608							
1018	May 12, 1860	20160127192405_00018	1860	8651481	Cathara Clyde: a Novel.	The Athenaeum	Marsh, Jeannie S	1860.0	Cathara Clyde: a novel	3.1277282377919318							
1019	Nov 24, 1900	20160127192611_00010	1900	8852626	Rue with a Difference.	The Athenaeum	Carey, Rosa Nouchette	1900.0	Rue with a difference	2.821428571428571							
1020	Sep 26, 1818	20160128000531_00008	1818	5163975	WOMAN; or Minor Maxims.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Thomas, Elizabeth	1818.0	Woman; or, Minor maxims	3.0593509700176367							
1021	Apr 1810	20160127230250_00003	1810	5504874	The Scottish Chiefs: a Romance.	scots magazine and Edinburgh literary miscellany, Jan. 1804-July 1817	Porter, Jane	1810.0	The Scottish chiefs : a romance : five volumes in two	2.4354961038961043							
1022	Jan 1906	20160127190310_00010	1906	3267910	THE KING'S REVOKE.	The Bookman	Woods, Margaret L. (Margaret Louisa)	1906.0	King's revoke	2.152352490421456							
1023	Aug 13, 1910	20160127191335_00001	1910	8932114	Celt and Saxon.	The Athenaeum	Meredith, George	1910.0	Celt and Saxon	2.581111111111112							
1024	Jan 31, 1874	20160127191545_00013	1874	8709978	Where there's a Will there's a Way; or, Science in the Cottage: an Account of the Labours of Naturalists in Humble Life.	The Athenaeum	Haven, Alice B. (Alice Bradley)	1860.0	Where there's a will there's a way	2.924084507042253							
1025	Jul 8, 1911	20160127191335_00001	1911	9075882	The Letters of Robert Louis Stevenson.	The Athenaeum	Stevenson, Robert Louis	1911.0	The works of Robert Louis Stevenson	2.1383103346601797							
1026	Aug 1818	20160127232631_00001	1818	6065687	Felix Alvarez; or, Manners in Spain: containing descriptive Accounts of some of the prominent Events of the late Peninsular War, and authentic Anecdotes, illustrative of the Spanish Character, &c. &c.	The Literary panorama, 1806-1819	Dallas, Alexander R. C	1818.0	Felix Alvarez, or, Manners in Spain	2.5610079794079788							
1027	Sep 8, 1855	20160127230904_00011	1855	5110481	THE NEWCOMES.	Leader and Saturday analyst, Jan. 7-June 30, 1860	Thackeray, William Makepeace	1869.0	The Newcomes	2.123333333333333							
1028	Jan 16, 1847	20160127235207_00008	1847	4965411	The Ingoldsby Legends; or, Mirth and Marvels.	Critic, 1844-1847	Ingoldsby, Thomas	1866.0	The Ingoldsby legends, or, Mirth and marvels	2.9046158730158727							
1029	Apr 25, 1818	20160127230555_00007	1818	5169561	THE FUDGE FAMILY IN PARIS.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Moore, Thomas	1818.0	The Fudge family in Paris	3.207826086956522							
1030	Jan 23, 1892	20160127192200_00007	1892	8794715	Pitt Press Series.	The Athenaeum											
1031	Jul 15, 1848	20160127234351_00001	1848	4339177	The Personal History of Louis Philippe, from 1773 to 1848.	The Rambler, Jan. 1848-May 1862	Dickens, Charles	1866.0	The personal history of David Copperfield	2.1143209375989858							
1032	Oct 1857	20160127233039_00003	1857	6245622	Tom Brown's School Days.	The New quarterly review and digest of current literature, British, American, French, and German	Hughes, Thomas	1868.0	Tom Brown's school days	2.919021164021164							
1033	Jan 19, 1861	20160127224021_00001	1861	4351142	THE WORLD'S FURNITURE.	The London review and weekly journal of politics, literature, art, and society, July 7, 1860-June 29, 1861	Pemberton	1861.0	The world's furniture	2.85							
1034	Jul 1910	20160127190207_00009	1910	2442746	MAD SHEPHERDS AND OTHER HUMAN STUDIES.	The English review,  1908-1937	Jacks, L. P. (Lawrence Pearsall)	1910.0	Mad shepherds, and other human studies	3.1025529718055864							
1035	Oct 15, 1887	20160127191949_00014	1887	6596346	Ourselves and our Neighbours: Short Chats on Social Topics.	The Academy, 1869-1902, 0269-333X	Moulton, Louise Chandler	1887.0	Ourselves and our neighbors: short chats on social topics	3.4568412405912405							
1036	May 1894	20160127183018_00002	1894	3176382	OUR MANIFOLD NATURE.	The Bookman	Grand, Sarah	1894.0	Our manifold nature	2.8997956493078445							
1037	Nov 1852	20160127224227_00003	1852	4343620	Uncle Tom's Cabin; or, Life among the Lowly.	The Rambler, Jan. 1848-May 1862	Stowe, Harriet Beecher	1851.0	Uncle Tom's cabin, or, Life among the lowly	3.2027998681755068							
1038	Apr 2, 1910	20160127192200_00007	1910	8934727	Devious Ways.	The Athenaeum	Cannan, Gilbert	1910.0	Devious ways	2.475714285714285							
1039	Jun 25, 1836	20160127192303_00008	1836	8787056	Schloss Hainfeld; or, a Winter in Lower Styria.	The Athenaeum	Hall, Basil	1836.0	Schloss Hainfeld; or, A winter in lower Styria	4.101190476190475							
1040	Apr 1801	20160127224021_00001	1801	4573304	A Voyage round the World during the Years 1790, 1791, and 1792, by Stephen Marchand, preceded by an Historical Introduction: subjoined are Researches on the Austral Lands of Drake, and a critical Examination of the Voyage of Roggeween. With Maps and Prints.	The Critical review, or, Annals of literature	Defoe, Daniel	1809.0	A new voyage round the world	2.505123809523809							
1041	Aug 20, 1898	20160127191439_00002	1898	8850892	The Mutineers: a Romance of Pitcairn Island.	The Athenaeum	Becke, Louis	1898.0	The mutineer; a romance of Pitcairn Island	2.7881202349073417							
1042	Feb 12, 1825	20160127230351_00004	1825	5087860	Sonnets, and other Poems.	The Literary chronicle											
1043	Aug 1818	20160127225944_00001	1818	4645400	Tales of My Landford; Second Series, &c.	The Literary journal, and general miscellany of politics, science, arts, morals, and manners,  1718-1719	Scott, Walter, Sir	1818.0	Tales of my landlord: Second series, collected and arranged by Jedediah Cleishbotham [pseud.]	2.6022819285289867							
1044	Mar 24, 1877	20160127190516_00005	1877	8720648	The New Republic; or, Culture, Faith, and Philosophy in an English Country House.	The Athenaeum	Mallock, W. H. (William Hurrell)	1878.0	The new republic; or, Culture, faith and philosophy in an English country house	3.6077447744774487							
1045	Aug 1818	20160127192201_00017	1818	8491528	24. Maria, a Domestic Tale. Dedicated by permission to her Royal Highness the Princess Charlotte of SaxeCobourg.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	St. George, Catherine	1817.0	Maria, a domestic tale	2.502689180375299							
1046	Feb 7, 1824	20160128000429_00007	1824	5191290	The Pilot; a Tale of the Sea.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Cooper, James Fenimore	1823.0	The pilot; a tale of the sea	3.07047466095646							
1047	Aug 12, 1899	20160127183018_00002	1899	8869113	Richard Carvel.	The Athenaeum	Churchill, Winston, Sir	1899.0	Richard Carvel	2.6170319634703194							
1048	Mar 1801	20160127191439_00002	1801	8236436	86. Juvenile Biography; or, Lives of celebrated Children; inculcating Virtue by eminent Examples from real Life. To which are added, Reflections, addressed to the Youth of both Sexes.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Josse, Auguste-Louis	1801.0	Juvenile biography; or, lives of celebrated children : Inculcating virtue by eminent examples from real life. To which are added moral reflections, addressed to the youth of both sexes	2.978933333333333							
1049	Sep 1871	20160127191441_00019	1871	2717128	Fairy Tales.	The Illustrated review : a fortnightly journal of literature, science and art	Skimble Skamble	1869.0	Fairy tales	2.1604391454466985							
1050	Oct 31, 1874	20160127192200_00007	1874	8701363	From the Plough to the Pulpit, via Cambridge.	The Athenaeum	Church, Luke Wesley	1874.0	From the plough to the pulpit, via Cambridge	3.5729614199868704							
1051	Nov 1803	20160127191440_00012	1803	8228200	220. Letter to the Right Honourable Lord Pelham, on the State of Mendicity in the Metropolis.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	pseud. Fabius	1821.0	A letter to the Right Hon. Lord Byron, protesting against the immolation of Gray, Cowper, & Campbell, at the shrine of Pope	2.171610101010101							
1052	Jun 27, 1908	20160127190003_00001	1908	6691957	Before Adam.	The Academy, 1905-1910	London, Jack	1906.0	Before Adam	2.2029616724738674							
1053	Jan 3, 1857	20160128001855_00004	1857	8427649	The Life and Correspondence of Major-General Sir John Malcolm, G.C.B., late Envoy to Persia and Governor of Bombay; from Unpublished Letters and Journals.	Examiner	Foster, John	1866.0	The life and correspondence of John Foster:	2.758795452881953							
1054	May 29, 1858	20160127192303_00008	1858	8629597	The History and Antiquities of Roxburghshire and adjacent Districts, from the most Remote Period to the Present Time.	The Athenaeum	Smith, William	1876.0	The history and antiquities of Morley, in the west riding of the county of York	2.549622641509434							
1055	Jul 29, 1876	20160127190722_00007	1876	6663574	Pacchiarotto, and how he Worked in Distemper: with other Poems.	The Academy, 1869-1902, 0269-333X											
1056	May 27, 1905	20160127190414_00004	1905	6804166	A New Humanity, or the Easter Island.	The Academy, 1905-1910	Wilbrandt, Adolf	1905.0	A new humanity, or The Easter island	3.391172427434109							
1057	Apr 1, 1828	20160127192200_00007	1828	8686983	Tales and Legends.	The Atheneaum. London literary and critical journal, Jan. 2, 1828-July 23, 1828	Corbett, M	1828.0	Tales and legends	2.418588516746412							
1058	Mar 10, 1860	20160127231108_00013	1860	5012941	Transformation; or, the Romance of Monte Beni.	The Critic	Hawthorne, Nathaniel	1861.0	Transformation : or, The romance of Monte Beni	2.822956503198294							
1059	Sep 2, 1865	20160127191848_00004	1865	9426569	Tales for the Marines.	The Athenaeum	Thornbury, Walter	1865.0	Tales for the marines	2.752008032128514							
1060	Aug 28, 1886	20160127191542_00003	1886	8892553	The Influence of the Roman Law on the Law of England.	The Athenaeum											
1061	Aug 1803	20160127230453_00005	1803	4802660	Book review	Monthly Review, or, Literary Journal, 1752-1825											
1062	Nov 21, 1908	20160127183425_00006	1908	6697822	The Children of the Nile.	The Academy, 1905-1910	Pickthall, Marmaduke William	1908.0	The children of the Nile	2.786161616161616							
1063	May 1917	20160127190413_00011	1917	3180542	MISS HAROUN AL-RASCHID.	The Bookman	Kerruish, Jessie Douglas	1917.0	Miss Haroun Al-Raschid	3.4124806201550384							
1064	Mar 1873	20160127190721_00014	1873	2722118	The Odyssey of Homer.	The Illustrated review : a fortnightly journal of literature, science and art	Homer	1879.0	The Odyssey of Homer	2.66							
1065	Dec 1913	20160127183222_00004	1913	3192052	OTHERWISE PHYLLIS.	The Bookman	Nicholson, Meredith	1913.0	Otherwise Phyllis	2.6677777777777782							
1066	Feb 7, 1874	20160127192159_00016	1874	6651134	The Dramatic Works of Thomas Dekker.	The Academy, 1869-1902, 0269-333X	Molière	1870.0	The dramatic works of Molière, rendered into English	2.200650764525994							
1067	Nov 1843	20160127192508_00001	1843	4444754	The Wonderful History of Peter Schlemihl.	Tait's Edinburgh magazine	Chamisso, Adelbert von	1844.0	The wonderful history of Peter Schlemihl	3.3791927990708475							
1068	Feb 1894	20160127183730_00010	1894	3153657	FAMILIAR LETTERS OF SIR WALTER SCOTT.	The Bookman	pseud. Perkins, Peppermint	1894.0	The familiar letters of Peppermint Perkins	2.1304536222071766							
1069	Jun 5, 1841	20160127192303_00008	1841	8983621	The Poetical Works of Thomas Moore.	The Athenaeum	Moore, Thomas	1840.0	The poetical works of Thomas Moore, collected by himself	2.991877642179149							
1070	Nov 16, 1895	20160127190208_00002	1895	6633686	Personal Recollections of Notable People.	The Academy, 1869-1902, 0269-333X	Twain, Mark	1896.0	Personal recollections of Joan of Arc by the sieur Louis de Conte [pseud.] (her page and secretary) freely translated out of the ancient French into modern English from the original unpublished manuscript in the National Archives by Jean Francois Alden	2.60093567251462							
1071	Aug 1814	20160127192715_00011	1814	8495009	14. Alicia de Lacy; an Historical Romance.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	West, (Jane), Mrs	1814.0	Alicia de Lacy : an historical romance	2.38131783941106							
1072	Dec 1825	20160127224021_00001	1825	4695122	The Camisard, or the Protestants of Languedoc.	Monthly magazine, or, British regster, Feb. 1800-June 1836	Coxe, Frances Clare Adeline	1825.0	The Camisard, or, The Protestants of Languedoc	3.1232666666666664							
