author	bookid	bpoids	genres	htrcids	subjects	title
Rooper George	B7108	{8511819}		{'uc2.ark+=13960=t6f18vg1z'}	{'Fox hunting', 'Animals', 'Shooting', 'Salmon fishing', 'Hunting', 'Folklore'}	Flood field and forest
Ralston William Ralston Shedden	B7109	{8707258}		{'uc2.ark+=13960=t6h12xp29', 'wu.89016623191'}	{'Folklore', 'Soviet Union', 'Ghosts'}	Russian folktales
Bremer Fredrika	B711	{4444958}		{'nyp.33433075775258'}	{'Swedish fiction'}	The home or Family cares and family joys
Richardson Frank M	B7110	{9433464}		{'uc2.ark+=13960=t6nz82p38'}		The other mans wife
Ross Albert	B7111	{3193819}		{'uc2.ark+=13960=t6pz53750'}		Stranger than fiction
Richardson Henry Handel pseud	B7112	{9297235, 3189359}		{'uc2.ark+=13960=t6ww7b205'}		Maurice Guest
Rayner Emma	B7113	{8869873}		{'uc2.ark+=13960=t6ww7cm0r'}	{'History', 'New York (N.Y.)'}	Free to serve
Raine William MacLeod	B7114	{3215806}		{'uc2.ark+=13960=t6zw1dr09'}		A man foursquare
Ridge W Pett William Pett	B7115	{3218334}		{'uc2.ark+=13960=t72v2fd0g'}		Mixed grill
Rickard Jessie Louisa	B7116	{3208335}		{'uc2.ark+=13960=t72v2rp8n'}		The light above the cross roads
Roy JJE	B7117	{4845767}		{'uc2.ark+=13960=t77s7mj3j'}	{'French', 'Texas', 'Champ dA???_sile, Texas'}	The adventures of a French captain
Reid Forrest	B7118	{9109019}		{'uc2.ark+=13960=t78s4ps07'}		At the door of the gate
Raymond Adolphus	B7119	{3218698}		{'uc2.ark+=13960=t78s4pv3k'}		Amongst the aristocracy of the Ghetto les nouveaux riches
Bremer Fredrika	B712	{8456376}		{'nyp.33433075777270'}		The neighbours  a story of everyday life
Rees Arthur J Arthur John	B7120	{3218776}		{'uc2.ark+=13960=t79s1nw7q'}		The moon rock
Rising Lawrence	B7121	{3203164}		{'uc2.ark+=13960=t7cr5qb2r'}		She who was Helena Cass
Roberts Morley	B7122	{8969811, 2437807}		{'uc2.ark+=13960=t7fq9sg63'}		Time and Thomas Waring
Russell Frank A	B7123	{3224157}		{'uc2.ark+=13960=t7mp51z40'}		The ashes of achievement
Reade Charles	B7124	{6194801, 9441138, 8608691}		{'uc2.ark+=13960=t7pn93b8g'}	{'English fiction'}	Christie Johnstone
Reed Myrtle	B7125	{6841396, 9057679}		{'uc2.ark+=13960=t7wm14b10'}		Master of the vineyard
Rolfe Frederick	B7126	{6834866, 8909095}		{'uc2.ark+=13960=t7xk8992q'}		Don Tarquinio
Ressich John	B7127	{3194338}		{'uc2.ark+=13960=t81j9dg0g'}		Oddly enough
Rinehart Mary Roberts	B7128	{9326550}		{'uc2.ark+=13960=t83j39v3z'}		The man in lower ten
Reynolds Baillie Mrs	B7129	{3232785}		{'uc2.ark+=13960=t8bg2k809'}		The affair at the chcateau
Bascle de Lagrèze Gaston	B713	{9053363}		{'nyp.33433075806327'}	{'French fiction'}	For My names sake
Rives Amélie	B7130	{9325161}		{'uc2.ark+=13960=t8df6kp2f'}		Pans mountain
Raymond Walter	B7131	{8920689, 3151356}		{'uc2.ark+=13960=t8hd7qs9s'}		A tangled web
Ridge W Pett William Pett	B7132	{8887290, 6795381}		{'uc2.ark+=13960=t8hd7z89z'}		Lost property
Reade Charles	B7133	{8968572}		{'uc2.ark+=13960=t8sb42q48', 'uva.x030825632', 'umn.31951002035846y'}		A woman hater
Rebek Lillie	B7134	{8811282, 3162515}		{'uc2.ark+=13960=t8v984g76'}		The home of the dragon
Richardson Henry Handel pseud	B7135	{9325199, 6839471}		{'uc2.ark+=13960=t8w953j0g'}	{'Girls', 'Melbourne (Vic.)', 'Australia'}	The getting of wisdom
Rideout Henry Milner	B7136	{2441104}		{'uc2.ark+=13960=t92806h39'}		The twisted foot
Roberts Margaret	B7137	{8507622, 8766574}		{'uc2.ark+=13960=t9280bf4j'}	{'Revolution, 1789-1799', 'France', 'History'}	Noblesse oblige
Reid Eric	B7138	{3213483}		{'uc2.ark+=13960=t9h41n20f'}		Spears of deliverance
Roe E R	B7139	{6808203}		{'uc2.ark+=13960=t9m32qt03'}		Brought to bay
Blaze de Bury Marie Pauline Rose	B714	{8679774}		{'nyp.33433075819635'}	{'French fiction'}	Love the avenger
Reed Myrtle	B7140	{8915226}		{'uc2.ark+=13960=t9n29qq3t'}		Flower of the dusk
Richards Alfred Bate	B7141	{8941003}		{'uiuo.ark+=13960=t0000rd46', 'uiuo.ark+=13960=t74t76z2w', 'uiuo.ark+=13960=t2q536v3v'}		So very human
Robinson F W Frederick William	B7142	{8671315}		{'uiuo.ark+=13960=t03x8w89r', 'uiuo.ark+=13960=t6qz2vj4t', 'uiuo.ark+=13960=t2n595d0t'}		Anne Judge spinster
Russell William Clark	B7143	{6427911}		{'uiuo.ark+=13960=t03x8wg41', 'uiuo.ark+=13960=t85h85b3r'}		The frozen pirate
Riddell J H Mrs	B7144	{9431502}		{'uiuo.ark+=13960=t6sx6xb4r', 'uiuo.ark+=13960=t9s18m172', 'uiuo.ark+=13960=t05x2z259'}		Phemie Keller
Robinson F W Frederick William	B7145	{9446250}		{'uiuo.ark+=13960=t07w70x4m', 'uiuo.ark+=13960=t5n87w153', 'uiuo.ark+=13960=t1bk20h2g'}		Owen a waif
Riddell J H Mrs	B7146	{3172057}		{'uiuo.ark+=13960=t0cv54b6r', 'uiuo.ark+=13960=t41r7dx2g', 'uiuo.ark+=13960=t3320jw9v'}		The head of the firm
Robinson F W Frederick William	B7147	{8979955}		{'uiuo.ark+=13960=t6d22kg1d', 'uiuo.ark+=13960=t0ft97228', 'uiuo.ark+=13960=t5w67423z'}		As long as she lived
Robinson F W Frederick William	B7148	{8745274, 9440116}		{'uiuo.ark+=13960=t3tt57p22', 'uiuo.ark+=13960=t0pr8dh9n'}	{'Women prisoners'}	Memoirs of Jane Cameron female
Rolfe Ann	B7149	{4416419}		{'uiuo.ark+=13960=t0tq6j43m', 'uiuo.ark+=13960=t3dz0w163'}		The oath of allegiance
Bourget Paul	B715	{3179388}		{'nyp.33433075819858'}		The weight of the name
Robinson F W Frederick William	B7150	{8661963}		{'uiuo.ark+=13960=t0zp4nn1r', 'uiuo.ark+=13960=t2j682q33', 'uiuo.ark+=13960=t6834f325'}	{'823R562N'}	No mans friend
Robinson Emma	B7151	{4961880, 5835003}		{'uiuo.ark+=13960=t2b85x75t', 'uiuo.ark+=13960=t17m0xn5j', 'uiuo.ark+=13960=t2z32g92m'}	{'Restoration, 1660-1688', 'Charles II, 1660-1685', 'History', 'Great Britain'}	Whitefriars or The days of Charles the Second
Rosini Giovanni	B7152	{9011684}		{'uiuo.ark+=13960=t50g48f52', 'uiuo.ark+=13960=t1pg28t0x', 'uiuo.ark+=13960=t9x06q20h'}		The convent and the harem
Rafter	B7153	{2854267, 4988420, 8416534}		{'uiuo.ark+=13960=t50g48k7t', 'uiuo.ark+=13960=t1vd7fh0q', 'uiuo.ark+=13960=t87h26f0d'}		Savindroog or The queen of the
Robinson F W Frederick William	B7154	{9451941}		{'uiuo.ark+=13960=t1xd1hn2n', 'uiuo.ark+=13960=t79s2cs6z', 'uiuo.ark+=13960=t62527r5q'}		Slaves of the ring or Before a
Robinson F W Frederick William	B7155	{8958297}		{'uiuo.ark+=13960=t1xd1jj6n', 'uiuo.ark+=13960=t9281066m', 'uiuo.ark+=13960=t6n01ss5z'}		Her face was her fortune
Robins Arthur	B7156	{8653163}		{'uiuo.ark+=13960=t8w95st29', 'uiuo.ark+=13960=t24b3q185'}	{'Fiction, English'}	Crispin Ken
Robertson Anne I	B7157	{4855945, 9450591}		{'uiuo.ark+=13960=t2d80011r', 'uiuo.ark+=13960=t3514nn9r', 'uiuo.ark+=13960=t2697sn9b'}		Yaxley and its neighbourhood
Reid Mayne	B7158	{9431589, 2877966}		{'uiuo.ark+=13960=t80k3088f', 'uiuo.ark+=13960=t2c82x47m', 'uiuo.ark+=13960=t95721n6t'}	"{""Children's stories, English""}"	Lost Lenore or The adventures of a rolling stone
Radecliffe Noell	B7159	{8653181}		{'uiuo.ark+=13960=t2q53818b', 'uiuo.ark+=13960=t4nk40x08', 'uiuo.ark+=13960=t4sj24h91'}		Wheel within wheel
Bremer Fredrika	B716	{8972730, 8427227, 8473431}	{'ContainsBiogMaterial'}	{'nyp.33433075822365'}		The presidents daughters  A narrative of a governess
Ritchie Leitch	B7160	{8780649}		{'uiuo.ark+=13960=t6c25jm1m', 'uiuo.ark+=13960=t43r1hn6d', 'uiuo.ark+=13960=t2z32g882'}		The magician
Rowcroft Charles	B7161	{4702248, 4445474}		{'uiuo.ark+=13960=t3805qj0v', 'uiuo.ark+=13960=t43r1gv75', 'uiuo.ark+=13960=t5fb5pp94'}	{'Tasmania', 'Frontier and pioneer life', 'Australia'}	Tales of the colonies or The adventures of an emigrant
Reade Charles	B7162	{8803904, 8503549}		{'uiuo.ark+=13960=t6b28gg7q', 'uiuo.ark+=13960=t6k07pr0h', 'uiuo.ark+=13960=t3dz0vk4w'}		Put yourself in his place
Royalist	B7163	{8665047}		{'uiuo.ark+=13960=t9280v59k', 'uiuo.ark+=13960=t61553q20', 'uiuo.ark+=13960=t45q5ff94', 'uiuo.ark+=13960=t9p27d82b'}		The loyalists daughter
Reid Mayne	B7164	{5028144, 8471928, 8653079}		{'uiuo.ark+=13960=t8cg0b335', 'uiuo.ark+=13960=t9086w547', 'uiuo.ark+=13960=t54f2d76n'}		The wild huntress
Robertson Anne J	B7165	{8674572}		{'uiuo.ark+=13960=t5q81xt36', 'uiuo.ark+=13960=t6931fx1m', 'uiuo.ark+=13960=t8ff4d691'}	{'823R5453S'}	Society in a garrison town
Riddell J H Mrs	B7166	{8796333}		{'uiuo.ark+=13960=t9b576b8k', 'uiuo.ark+=13960=t60585w1d', 'uiuo.ark+=13960=t7mp5np79'}		Far above rubies
Reade Charles	B7167	{8690225, 8597618}		{'uiuo.ark+=13960=t60586r2h', 'uiuo.ark+=13960=t85h85x8s', 'uiuo.ark+=13960=t9g45bv5n'}		A terrible temptation
Robinson F W Frederick William	B7168	{8518903}		{'uiuo.ark+=13960=t7rn3sc15', 'uiuo.ark+=13960=t7cr6ff82', 'uiuo.ark+=13960=t6k07q12g'}		Little Kate Kirby
Rosegger Peter	B7169	{9021247}		{'uiuo.ark+=13960=t7br92z7k'}		The light eternal
Bower B M Mrs	B717	{6836402}		{'nyp.33433076039209'}		The lonesome trail
Rosegger Peter	B7170	{6816525}		{'uiuo.ark+=13960=t7fr05n4v'}	{'Styria (Austria)'}	The god seeker
Randolph	B7171	{8542910}		{'uiuo.ark+=13960=t9m33f72h', 'uiuo.ark+=13960=t7kp8mj30'}		Little Pansy
Rostand Edmond	B7172	{8378730}		{'umn.31951002024886x'}	{'Cyrano de Bergerac', '1619-1655', 'Drama'}	Cyrano de Bergerac
Ruffini Giovanni	B7173	{4858137, 9428284}		{'umn.31951002079955l'}		Vincenzo or Sunken rocks  a no
Rodenberg Julius	B7174	{6687049}		{'umn.31951p005426620', 'umn.31951p005426612'}		The Grandidiers  a tale of Ber
Russell William Clark	B7175	{3167801, 6815662, 8884239}		{'umn.31951p01073601o'}		Overdue
Romains Jules	B7176	{9104464}		{'uva.x000462455'}		The death of a nobody
Ruck Berta	B7177	{3214107}		{'uva.x000598830'}		In another girls shoes
Reynolds Baillie Mrs	B7178	{8961394, 6821158}		{'uva.x000615978'}		A false position
Reynolds Baillie Mrs	B7179	{8918153, 3182796}		{'uva.x000616776'}		Broken off
Blake Margaret	B718	{9091109}		{'nyp.33433076044100'}		Matthew Ferguson
Reynolds Baillie Mrs	B7180	{3165195}		{'uva.x000619006'}		The man who won
Rohmer Sax	B7181	{3212187}		{'uva.x000875655'}		The green eyes of Bast
Reade Charles	B7182	{6739691}		{'uva.x030750990'}		Selections from the works of Charles Reade
Ross Adrian	B7183	{6807388}		{'uva.x030750994'}		On Peters Island
Russell T Baron	B7184	{3175802, 8822765}		{'uva.x030788423'}		The mandate
Roberts Margaret	B7185	{4999067, 9151383}		{'uva.x030809536', 'uva.x030809537'}		Mademoiselle Mori  a tale of modern Rome
Roberts Margaret	B7186	{4383801, 8671943}		{'uva.x030809538'}		On the edge of the storm
Roberts Morley	B7187	{9414133}		{'uva.x030809539'}		The descent of the duchess
Ruffini Giovanni	B7188	{4449162, 6177091, 9186511}		{'wu.89076110303'}		Lorenzo Benoni or Passages in the life of an Italian
Robinson Emma	B7189	{4961880, 5835003, 4980864}		{'uiuo.ark+=13960=t2b85x75t', 'uiuo.ark+=13960=t17m0xn5j', 'uiuo.ark+=13960=t2z32g92m'}		Whitefriars or The days of Cha
Boyle Zola M	B719	{3199544}		{'nyp.33433076065709'}	{'American fiction'}	A master of life
Robinson Emma	B7190	{4980864, 4961880, 5835003}		{'uc1.b4104307'}		Whitehall or The days of Charl
Rosegger Peter	B7191	{3179331}		{'nyp.33433075751135'}		The earth and the fullness the
Russell William Clark	B7192	{8947514, 6696189, 8913847}		{'uiuo.ark+=13960=t9m33fq4r', 'uiuo.ark+=13960=t3320k41j', 'uiuo.ark+=13960=t9h42c121'}		The tale of the ten
Reade Charles	B7193	{8859500, 8980030}		{'uva.x030825630', 'wu.89001048909', 'wu.89001048958', 'uva.x030825631', 'uva.x030825629', 'wu.89001048941', 'wu.89001048933', 'wu.89001048826'}		The works of Charles Reade
Russell William Clark	B7194	{8947514}		{'njp.32101064912353'}		The tale of the ten  a saltwat
Reid Mayne	B7195	{8471928, 5028144, 8653079}		{'uc2.ark+=13960=t3319ss42'}		The plant hunters
Reid Mayne	B7196	{8471928, 5028144, 8653079}		{'uiuo.ark+=13960=t8w95tp2x', 'uiuo.ark+=13960=t9f489z8v', 'uiuo.ark+=13960=t7cr6gc8k'}		The scalp hunters
Reid Mayne	B7197	{5028144, 8471928, 8653079}		{'njp.32101074871383'}		The wild huntress or Love in t
Reade Charles	B7198	{8653449, 8479105}	{'Bibliographies'}	{'mdp.39015067293152'}		The cloister  the hearth or Ma
Robinson Stephen T	B7199	{3214226}		{'uc2.ark+=13960=t5j960r3t'}		The shadow of the war
Angus Orme	B72	{8835050, 6794182, 3166527}		{'nyp.33433074870506'}	{'English fiction'}	Love in our village
Bowers Paul E	B720	{8947097}		{'nyp.33433076065758'}		The pawns of fate
Russell William Clark	B7200	{6803913, 6819286}		{'uc2.ark+=13960=t9w092w64'}		The honour of the flag
Reade Charles	B7201	{8425403, 6219566}		{'coo.31924064990546'}		It is never too late to mend  
Reade William Winwood	B7202	{8524657}		{'uc1.32106007689778'}		The African sketchbook With ma
Ross	B7203	{8197044}		{'uc1.$b278373', 'uc1.$b278371', 'uc1.$b278372'}		The bachelor and the married m
Ross Mrs	B7204	{8197044}	"{'New York', 'New York (State)', ""Publishers' advertisements"", 'Novels'}"	{'hvd.32044081390635'}		The bachelor and the married m
Rechy John	B7205	{6788952, 8966765}	{'Alternative histories', 'Historical fiction'}	{'mdp.39015037758052'}		Our lady of Babylon  a novel
Ruffini Giovanni	B7206	{8427503}		{'uc1.b5079186'}		The Paragreens on a visit to t
Roe A S Azel Stevens	B7207	{4987209, 8631841}		{'njp.32101065710228'}		The star and the cloud or A da
Ritchie Anne Thackeray	B7208	{8572650, 2464277}		{'njp.32101013998016'}		Old Kensington A novel
Reade Charles	B7209	{8690225, 8597618}		{'nyp.33433075900732'}		A terrible temptation A story 
Brady Cyrus Townsend	B721	{6839662}		{'nyp.33433081936852'}		Richard the Brazen
Reade Charles	B7210	{8690225, 8597618}		{'nnc1.cu01364731'}		A terrible temptation The jilt
Rossiter Elizabeth	B7211	{8592004}		{'uc1.b4948989'}		The lemon garden
Reade Charles	B7212	{8593216, 4692871}		{'njp.32101068602075'}		The autobiography of a thief  
Radcliffe Ann Ward	B7213	{4693237}		{'mdp.39015024482500'}		Gaston de Blondeville cont St 
Radcliffe Ann Ward	B7214	{4693237}	{'ContainsBiogMaterial'}	{'mdp.39015028095787'}		Gaston de Blondeville or The c
Raymond Adolphus	B7215	{3218698}		{'uc2.ark+=13960=t78s4pv3k'}		Amongst the aristocracy of the
Russell William Clark	B7216	{6757776, 8842867}		{'mdp.39015063953999'}		A tale of two tunnels A romanc
Reid Mayne	B7217	{5000709, 8625639}		{'njp.32101065853291'}		The white chief  a legend of n
Reid Mayne	B7218	{4989024}	{'Juvenile audience'}	{'mdp.39015078570341'}		The desert home or The adventu
Rule Jane	B7219	{4989024}		{'uc1.b2802516'}		The desert of the heart
Blackford Martha Mrs	B722	{5163923}	{'Juvenile audience'}	{'nyp.33433082300124'}	"{""Children's stories, Scottish""}"	The Eskdale herdboy  a Scottish tale for the amusement of young persons
Reid Mayne	B7220	{4923644}	{'Juvenile audience'}	{'uc1.b4104029'}		The castaways  a story of adve
Reid Mayne	B7221	{4923644}	{'Juvenile audience'}	{'nyp.33433082293733'}		The ocean waifs  a story of ad
Roberts Margaret	B7222	{4999067, 9151383}		{'uiuo.ark+=13960=t7gq7k329', 'uiuo.ark+=13960=t3jw91b96'}		Mademoiselle Mori
Roberts Margaret	B7223	{4999067, 9151383}		{'uva.x030809536', 'uva.x030809537'}		Mademoiselle Mori  a tale of m
Reynolds Frederick	B7224	{5383441, 8617843, 4707334, 5153775}		{'uc1.b3546710'}		The life and times of Frederic
Reuter Fritz	B7225	{8627756}		{'mdp.39015008234547', 'mdp.39015008234521', 'nyp.33433075750723'}		An old story of my farming day
Rodziewiczówna Maria	B7226	{6801116, 8988518}		{'mdp.39015065362934'}		Anima vilis a tale of the grea
Ritchie Anne Thackeray	B7227	{3156327}		{'uc1.$b156522'}		Chapters from some unwritten m
Rabelais François	B7228	{3221957}		{'mdp.49015000731829'}		The complete works of Rabelais
Rabelais François	B7229	{3221957}		{'uva.x000677048', 'uva.x000980249', 'uva.x001892648', 'uva.x000960787'}		The works of Francis Rabelais
Boswell James	B723	{6116216, 6104457, 5809206, 6143909, 6179398}		{'nyp.33433082377494'}	{'1709-1784', 'Johnson, Samuel'}	The life of Samuel Johnson LL D  comprehending an account of his studies and numerous works in chronological order a series of his epistolary correspondence and conversations with many eminent persons and various original pieces of his composition the whole exhibiting a view of literature and literary men in Great Britain for near half a century during which he flourished
Rabelais François	B7230	{3221957}		{'uc1.b3878222', 'pst.000030092266'}		The works of Rabelais
Rawnsley Willingham Franklin	B7231	{6827082}	{'Biography'}	{'mdp.39015063534989'}		Early days at Uppingham under 
Reynolds George W M George William MacArthur	B7232	{2862166}		{'uc1.b000672436'}		The mysteries of London contai
Reynolds George W M George William MacArthur	B7233	{2862166}		{'njp.32101068601978'}		The mysteries of the court of 
Ruffini Giovanni	B7234	{4449162, 6177091, 9186511}		{'wu.89076110303'}		Lorenzo Benoni or Passages in 
Rabelais François	B7235	{3222806}		{'mdp.49015000731860'}		Gargantua  Pantagruel the five
Reade Charles	B7236	{9415989}	{'Novel'}	{'uc2.ark+=13960=t91838z67'}		Peg Woffington
Reade Charles	B7237	{9415989}		{'uc2.ark+=13960=t5n87g99n'}		Peg Woffington and other stori
Reed Andrew	B7238	{8671418, 5123618}		{'njp.32101065704304', 'njp.32101065704296'}		No fiction A narrative founded
Ruck Berta	B7239	{3190724}		{'nyp.33433075731723'}		Miss Millions maid  a romance 
Benson E F Edward Frederick	B724	{3198530}		{'nyp.33433082486048'}	{'World War, 1914-1918'}	Up and down
Roberts Nora	B7240	{2437807}		{'pst.000057995953'}		Time and again
Roberts Morley	B7241	{8969811, 2437807}		{'mdp.39015002718602'}		Time and Thomas Waring a study
Radcliffe Ann Ward	B7242	{9024559}		{'mdp.39015024482492'}		Memoir of the life and writing
Reade Charles	B7243	{8370428}		{'mdp.39076005016360', 'mdp.39076005016378', 'mdp.39076005016337', 'mdp.39076005016345', 'mdp.39076005016329', 'mdp.39076005016352', 'mdp.39076005016386', 'mdp.39076005016394'}		Charles Reades works
Remizov Alekseĭ	B7244	{3226238}		{'mdp.39015003539452'}		The fifth pestilence  together
Reynolds Stephen Sydney	B7245	{6864294}		{'nyp.33433009064266'}		Alongshore where man and the s
Russell William Clark	B7246	{3423912, 3169117}		{'mdp.39015063953957'}		The romance of a transport
Racovița Elena von Dönniges	B7247	{8940843, 2440875}	{'Autobiography'}	{'mdp.39015026478720'}		Princess Helene von Racowitza 
R D Hitchcock Hitchcock Mary E Mary Evelyn Mrs	B7248	{4079539}		{'mdp.39015027937252'}		Two women in the Klondike the 
Richardson Henry Handel pseud	B7249	{3194840, 2481676}		{'uc1.32106002010616'}		The fortunes of Richard Mahony
Berger Marcel	B725	{6786600, 3276129}		{'nyp.33433082486063'}		A life at stake
Rowcroft Charles	B7250	{4702248, 4445474}		{'uiuo.ark+=13960=t3805qj0v', 'uiuo.ark+=13960=t43r1gv75', 'uiuo.ark+=13960=t5fb5pp94'}		Tales of the colonies or The a
Rinehart Mary Roberts	B7251	{3228128}		{'mdp.39015020093772'}		The amazing adventures of Leti
Rattray R S Robert Sutherland	B7252	{8963210}		{'mdp.39015019198087'}		Hausa Folklore customs proverb
Reid Mayne	B7253	{4998909}	{'Juvenile audience'}	{'uc2.ark+=13960=t0zp4163f'}		The boy hunters or Adventures 
Riley W William	B7254	{3196718}		{'mdp.39015067068406'}		Windyridge
Reade Charles	B7255	{8636661, 5012670}	{'NotBiographical'}	{'umn.31951002035959l', 'uc2.ark+=13960=t6154t62k'}		The course of true love never 
Roberts Charles George Douglas Sir	B7256	{6672002}		{'wu.89006934509'}		Children of the wild
Roberts Charles George Douglas Sir	B7257	{6672002}		{'mdp.39015065541040'}		The kindred of the wild  a boo
Robins Elizabeth	B7258	{2446770}		{'mdp.39015035994857'}		The secret that was kept a stu
