author	latestcomp	shorttitle
Alexander, Thea	1976.0	2150 A.D
Gardner, John	1976.0	Dragon, dragon, and other tales
Barth, Edna	1976.0	Cupid and Psyche : a love story
Laflin, Jack	1976.0	The bees
Thomas, Dylan	1953.0	The followers : a story
	1976.0	Dying of fright : masterpieces of the macabre
Porter, Katherine Anne	1976.0	The collected stories of Katherine Anne Porter
Hooker, Richard	1968.0	MASH
Burnett, David	1976.0	He and she
Williams, Mary	1976.0	Where phantoms stir : ghost stories
Spinrad, Norman	1976.0	No direction home : an anthology of science fiction stories
	1976.0	Nineteenth century Canadian stories
Brown, Cassie	1976.0	A winter's tale : the wreck of the Florizel
	1976.0	The California experience : a literary odyssey
Kaufman, Sue	1976.0	The master, and other stories
Symonds, John	1976.0	The child : prologue to an earthquake
Higgins, George V	1976.0	The judgment of Deke Hunter
Waugh, Alec	1976.0	Married to a spy
Morice, Anne	1976.0	Death of a wedding guest
Malone, Michael	1976.0	The delectable mountains : a novel
Alldritt, Keith	1976.0	The good pit man
Kaye, Marvin	1976.0	Bullets for Macbeth
Gill, Pat	1976.0	Buddhoe, the man who shaped the history of St. Croix
McBain, Ed	1976.0	So long as you both shall live
	1976.0	Planets of wonder : a treasury of space opera
McHale, Tom	1976.0	School spirit : a novel
McIntyre, Vonda N	1976.0	The exile waiting
Reed, Kit	1976.0	Captain Grown-up : a novel
Rosen, Charles	1976.0	A mile above the rim : a novel
Rothweiler, Paul R	1976.0	The sensuous southpaw : a novel
Sandman, John	1976.0	Declining gracefully
Weesner, Theodore	1976.0	A German affair
Van Slyke, Helen	1976.0	The best place to be
Futrelle, Jacques	1912.0	Great cases of the Thinking Machine
	1976.0	Contemporary fiction : today's outstanding writers
	1976.0	The legend of the thousand bulls
Still, James	1976.0	Pattern of a man & other stories
	1976.0	McKeever
Shulman, Irving	1976.0	Saturn's child
Hildebrand, Tim	1976.0	Rotwang : or, The delirious precision of dreams
Deford, Frank	1976.0	The owner
Biggle, Lloyd	1976.0	A galaxy of strangers
Charyn, Jerome	1976.0	The education of Patrick Silver
Chase, Ilka	1976.0	Dear intruder
Grimwood, Ken	1976.0	Breakthrough
Downing, Warwick	1976.0	The gambler, the minstrel, and the dance hall queen
Hackett, Charles J	1976.0	The last happy hour
Glass, Leslie	1976.0	Getting away with it
Harrison, Harry	1976.0	Skyfall
Hill, David Campbell	1976.0	The deadly messiah
Neugeboren, Jay	1976.0	An orphan's tale
McCaig, Donald	1976.0	Stalking blind
Estes, Winston M	1976.0	Homefront : a novel
Federman, Raymond	1976.0	Take it or leave it : an exaggerated second-hand tale to be read aloud either standing or sitting
Fisher, David E	1976.0	The last flying tiger : a novel
Johnston, Norma	1976.0	Wychwood
Johnston, William	1929.0	Mrs. Barthelme's madness
Jolly, Andrew	1976.0	A time of soldiers : a novel
La Fountaine, George	1976.0	Flashpoint
Cleary, Jon	1976.0	A sound of lightning
Creasey, John	1976.0	Murder in the family
Sisson, Rosemary Anne	1976.0	Escape from the dark
McLachlan, Ian	1976.0	The seventh hexagram : a novel
Benson, Eugene	1976.0	The bulls of Ronda : a novel
Jeal, Tim	1976.0	Until the colours fade
Jakes, John	1976.0	The patriots
	1976.0	Beyond tomorrow : an anthology of modern science fiction
Bishop, Michael	1976.0	Beneath the shattered moons
Smedley, Agnes	1950.0	Daughter of earth : a novel
Blish, James	1976.0	The Star trek reader
Nelson, Byron	1976.0	Shape your swing the modern way
Severn, Bill	1976.0	Bill Severn's Magic workshop
Swanton, John Reed	1929.0	Myths and tales of the southeastern Indians
Langevin, André	1976.0	Orphan Street
	1976.0	The American rivals of Sherlock Holmes
Le Guin, Ursula K	1976.0	The water is wide
James, Henry	1916.0	The Aspern papers and other stories
L'Engle, Madeleine	1973.0	A wind in the door
Barba, Harry	1976.0	One of a kind : the many faces & voices of America
Wood, Nancy C	1976.0	The king of Liberty Bend
Bloomfield, Leonard	1930.0	Sacred stories of the Sweet Grass Cree
Nguỹên, Thi	1968.0	A village called Faithfulness
	1937.0	Water margin
Green, Joseph	1976.0	Star probe
Aronson, Charles N	1976.0	Mud and dust
Apter, T. E	1976.0	Silken lines and silver hooks
Adler, Warren	1976.0	The Henderson equation
Farris, John	1976.0	The fury :
Wylie, Philip	1971.0	The murderer invisible
Scott, Virgil	1976.0	Walk-in
Barrett, William Edmund	1951.0	The left hand of God
Williams, Alan	1976.0	Shāh-māk
Davis, John Gordon	1976.0	Leviathan
Trevor, William	1976.0	Old school ties
Gordon, Giles	1976.0	100 scenes from married life : a selection
	1976.0	The Design of fiction
Seltzer, David	1976.0	The omen
	1976.0	Best sellers from Reader's digest condensed books
Kimmey, John Lansing	1976.0	Experience and expression : reading and responding to short fiction
Benchley, Robert	1945.0	Benchley beside himself
Wodehouse, P. G., (Pelham Grenville)	1975.0	Jeeves, Jeeves, Jeeves : three novels
Rice, Anne	1976.0	Interview with the vampire : a novel
Guess, Doug	1976.0	Steps
Howard, Daniel Francis	1976.0	The modern tradition : an anthology of short stories
Rendell, Ruth	1976.0	A demon in my view
Scott, Virgil	1976.0	Studies in the short story
Hardwick, Mollie	1976.0	The Duchess of Duke Street
Richard, Adrienne	1976.0	Into the road
Van Vogt, A. E. (Alfred Elton)	1976.0	The gryb
West, Kenyon	1903.0	Cliveden
Pollard, Percival	1903.0	Lingo Dan : a novel
Hill Lutz, Grace Livingston	1917.0	The witness : a novel
Du Bois, W. E. B. (William Edward Burghardt)	1963.0	The ordeal of Mansart
Harjan, George	1977.0	Strangers and pilgrims on the earth : novel
Thakar, Vimala	1977.0	Life as yoga : discourses at Chorwad
Sokko, Hamza	1977.0	The gathering storm : a novel
	1977.0	A Century of short stories
Jones, Glyn	1977.0	Welsh heirs
Yehoshua, Abraham B	1976.0	Early in the summer of 1970
Donoso, José	1977.0	Sacred families : three novellas
Persico, Joseph E	1977.0	My enemy, my brother : men and days of Gettysburg
Morante, Elsa	1977.0	History : a novel
Kallifatides, Theodor	1977.0	Masters and peasants
Chaix, Marie	1977.0	The laurels of Lake Constance
Eastlake, William	1977.0	The long, naked descent into Boston
Silko, Leslie Marmon	1977.0	Ceremony
Bonetti, Edward	1977.0	The wine cellar : short fiction
Vliet, R. G	1977.0	Solitudes : a novel
Stewart, Michael	1977.0	Belle
Cullinan, Elizabeth	1977.0	Yellow roses
Holland, Cecelia	1977.0	Two ravens
Didion, Joan	1977.0	A book of common prayer ; [a novel]
Warren, Robert Penn	1977.0	A place to come to : a novel
Roy, Gabrielle	1977.0	Garden in the wind
Stewart, Pamela	1977.0	The St. Vlas elegies
Middleton, Christopher	1977.0	Pataxanadu, & other prose
Dubus, Andre	1977.0	Adultery and other choices
Wright, Patricia	1977.0	Journey into fire
Payne, Robert	1977.0	The tortured and the damned : a novel
Dubrovin, M. I. (Mark Isaakovich)	1977.0	A book of Russian idioms illustrated = Russkie frazeologizmy v kartinkakh
Kamalā Suṟayya	1977.0	A doll for the child prostitute
Bandyopādhyāẏa, Tārāśaṅkara	1971.0	Arogyaniketan
Desai, Anita	1977.0	Fire on the mountain
Thubron, Colin	1977.0	The god in the mountain : a novel
Christie, Agatha	1958.0	The murder at the vicarage
Pym, Barbara	1977.0	Quartet in autumn
Callow, Philip	1977.0	Janine : a novel
	1977.0	Russian writing today
Qudirez, Françoise	1977.0	Silken eyes
Head, Bessie	1977.0	The collector of treasures, and other Botswana village tales
Apter, T. E	1977.0	Adonis' garden
Glanville, Brian	1977.0	A bad lot
Middleton, Stanley	1977.0	Ends and means
Finkel, Saul	1977.0	The circular seesaw
Plunkett, James	1977.0	Farewell companions
Yashpal	1977.0	Amita
Laberge, Albert	1960.0	Bitter bread
Burroway, Janet	1977.0	Raw silk
	1977.0	New ground
O'Brien, Darcy	1977.0	A way of life, like any other
Tauber, Peter	1977.0	The last best hope
Lewis, Wyndham	1957.0	Mrs. Dukes' million
	1977.0	England invaded : a collection of fantasy fiction
Chandar, Krishan	1977.0	The dark river
Shields, Carol	1977.0	The box garden : a novel
Bergelson, David	1952.0	When all is said and done
Rosenthal, Andrew	1977.0	The extra man : a novel
Santos, Alfonso P	1977.0	Heroic virgins and women patriots : female patriotism during the Japanese occupation
Myrivēlēs, Stratēs	1969.0	Life in the tomb
Maeterlinck, Maurice	1936.0	Before the great silence
Anderson, Poul	1977.0	Mirkheim
Donaldson, Stephen R	1977.0	Lord Foul's bane
Machado de Assis	1908.0	The Devil's Church and other stories
Courlander, Harold	1977.0	The mesa of flowers
Yaşar, Kemal	1973.0	They burn the thistles
Wise, Leonard	1977.0	The big biazarro : a novel
McElroy, Joseph	1976.0	Plus
Keating, H. R. F. (Henry Reymond Fitzwalter)	1977.0	Filmi, filmi, Inspector Ghote
Burnley, Judith	1977.0	The wife : a novel
Maxwell, William	1977.0	Over by the river, and other stories
Poulet, Georges	1977.0	Proustian space
Miller, Henry	1977.0	Mother, China and the world beyond
Christie, Agatha	1976.0	Starring Miss Marple
Buck, Pearl S. (Pearl Sydenstricker)	1973.0	The lovers and other stories
Findley, Timothy	1977.0	The wars
Verma, Bhagwati Charan	1977.0	The mirage : a young nation's quest for self-reliance
Ferron, Jacques	1977.0	Quince jam
	1977.0	Modern Indian love stories
Sutherland, Margaret	1977.0	Getting through, and other stories
Upson, William Hazlett	1975.0	Alexander Botts : great stories from the Saturday evening post
Marquand, John P. (John Phillips)	1960.0	Thank you, Mr. Moto & Mr. Moto is so sorry : from the Saturday evening post
Thériault, Yves	1977.0	Ways of the flesh = Oeuvre de chair
Ellis, Alice Thomas	1977.0	The sin eater
Upward, Edward	1977.0	The spiral ascent : a trilogy of novels
Higgins, Aidan	1977.0	Scenes from a receding past
Callaghan, Morley	1977.0	Close to the sun again : a new novel
Jacobson, Dan	1977.0	The confessions of Josef Baisz : a novel
Beresford-Howe, Constance	1977.0	A population of one : a novel
Clarke, Arthur C.  (Arthur Charles)	1973.0	The best of Arthur C. Clarke
Clarke, Arthur C.  (Arthur Charles)	1973.0	The best of Arthur C. Clarke
Steinhoff, Johannes	1977.0	The last chance : the pilots' plot against Göring, 1944-1945
Nichols, Peter	1977.0	Ruffo in Calabria : a true novel
	1977.0	Personal fictions : stories
Škvorecký, Josef	1977.0	The bass saxophone: two novellas;
Ray, Annadasankar	1977.0	Woman and other stories
Balse, Mayah	1977.0	The stranger : a novel
Benoit, Jacques	1977.0	The princes : a novel
Wiebe, Rudy Henry	1977.0	The scorched-wood people : a novel
Sithole, Ndabaningi	1977.0	Frelimo militant : the story of Ingwane from Mozambique, an ordinary, yet extraordinary, man, awakened
Bowering, George	1977.0	Concentric circles
McNamara, Eugene	1977.0	The search for Sarah Grace
Leviant, Curt	1977.0	The Yemenite girl : a novel
Akhtar, Ahmed M	1977.0	The monument
Brackenbury, Rosalind	1977.0	A superstitious age
Kamleshwar	1977.0	Summer days : a collection of short stories / Kamleshwar. 1st ed
Birla, L. N. (Lakshmi Nivas)	1977.0	For love and freedom
Oakley, Barry	1977.0	Walking through tigerland : stories
Sood, M. L	1977.0	Fire in the cupboard : a novel
Devindar	1977.0	The other me : [short stories]
Gill, Manohar Singh	1977.0	Folk tales of Lahaul
Abbas, Khwaja Ahmad	1977.0	Men and women : specially selected long and short stories
Cupramaṇyam, Ka. Nā. (Kantaṭai Nārāyaṇasvāmi)	1977.0	Contemporary Indian short stories
Joshi, R. C	1977.0	The search : a novel
Singha, Chitta	1977.0	Iswar patani
Farmer, Philip José	1977.0	Hadon of ancient Opar
Donaldson, Stephen R	1977.0	The power that preserves
Graham, Winston	1977.0	The four swans : a novel of Cornwall, 1795-1797
Scorza, Manuel	1977.0	Drums for Rancas
Wakefield, Dan	1977.0	Home free : a novel
Francis, Dick	1977.0	In the frame
Lewis, C. S. (Clive Staples)	1963.0	The dark tower, and other stories
Gavin, Thomas	1977.0	Kingkill : a novel
Goodrum, Charles A	1977.0	Dewey decimated
Butler, Margaret	1977.0	The lion of Christ
	1977.0	New voices in science fiction : stories by Campbell Award nominees
Stevenson, D. E. (Dorothy Emily)	1973.0	Celia's house
Thompson, E. V. (Ernest Victor)	1977.0	Chase the wind
Wolitzer, Hilma	1977.0	In the flesh
Linzee, David	1977.0	Death in Connecticut
Rosholt, Malcolm Leviatt	1977.0	Dog Sugar Eight : a novel of the 14th Air Force Flying Tigers in China in World War II
Ngũgĩ wa Thiongʼo	1977.0	Petals of blood
	1977.0	Thinking it over : 30 stories from the German Democratic Republic
Brewster, Elizabeth W	1977.0	It's easy to fall on the ice : ten stories
Kavanagh, Patrick	1967.0	By night unstarred : an autobiographical novel
Marshall, Alan	1977.0	The complete stories of Alan Marshall
	1977.0	Futurescapes : explorations in fact and science fiction
Boulle, Pierre	1977.0	The marvelous palace and other stories
Păcurariu, Francisc	1977.0	The Labyrinth
	1977.0	Azerbaijanian prose : an anthology
Perrin, Robert	1977.0	Jewels
Anand, Mulk Raj	1977.0	Selected short stories of Mulk Raj Anand
Mallin, Tom	1977.0	Lobe
Bessette, Gérard	1962.0	Not for every eye; a novel
Soebiantoro, Afwani	1977.0	Folk tales of Indonesia
Fleetwood, Hugh	1977.0	An Artist and a magician
Ableman, Paul	1977.0	Tornado Pratt : a novel
MacLochlainn, Alf	1977.0	Out of focus : a novella
Nāgārjuna	1977.0	The holy-man from Jamaniya
Robinson, Spider	1977.0	Callahan's crosstime saloon
Moore, C. L. (Catherine Lucile)	1943.0	Earth's last citadel
Farmer, Philip José	1977.0	The dark design
Heinlein, Robert A. (Robert Anson)	1954.0	The star beast
White, T. H. (Terence Hanbury)	1964.0	The book of Merlyn : the unpublished conclusion to The once and future king
Weiss, Ernst	1940.0	The eyewitness
Dowell, Coleman	1977.0	Too much flesh and Jabez
Helprin, Mark	1977.0	Refiner's fire : The life and adventures of Marshall Pearl, a foundling
Woolf, Virginia	1941.0	The Pargiters, the novel-essay portion of The years
Knott, Bill	1977.0	Lucky Darryl : a novel
Drabble, Margaret	1977.0	The ice age
Kroetsch, Robert	1977.0	But we are exiles : a novel
Gardner, John	1977.0	In the suicide mountains
Compton, D. G. (David Guy)	1977.0	Synthajoy
Theroux, Paul	1977.0	The consul's file
Rossner, Judith	1977.0	Attachments
Williams, C. K. (Charles Kenneth)	1977.0	With ignorance
Mohr, Nicholasa	1977.0	In Nueva York
Bennett, Hal	1977.0	Insanity runs in our family
Brautigan, Richard	1977.0	Dreaming of Babylon : a private eye novel, 1942
Mann, Klaus	1949.0	Mephisto
Fowler, Robert H	1977.0	Jim Mundy : a novel of the American Civil War
Asher, Don	1977.0	Blood summer
	1977.0	The Other persuasion : an anthology of short fiction about gay men and women
Robinson, Alice H	1951.0	Pieces of cheer : vignettes of the real American West and the people who made it
	1977.0	Midnight specials : an anthology for train buffs and suspense aficionados
Anderson, Elliott	1977.0	Contemporary Israeli literature : an anthology
Dixit, J. N. (Jyotindra Nath)	1977.0	The red temple
	1977.0	The Tristan legend : texts from Northern and Eastern Europe in modern English translation
Silverberg, Robert	1977.0	Across a billion years
Zelazny, Roger	1977.0	Doorways in the sand
Clarke, Austin	1974.0	The Prime Minister : a novel
Melton, David	1977.0	Theodore : a novel
	1977.0	Soviet Russian stories of the 1960's and 1970's
Abbas, Khwaja Ahmad	1977.0	The walls of glass : a novel
Amrita Pritam	1977.0	Nobody knows and Time and beyond : two short novels
Piccard, Eulalie	1977.0	Red university : 1921-1925
Silverberg, Robert	1958.0	Invaders from earth
Hough, S. B. (Stanley Bennett)	1956.0	No man Friday
Maiden, Jennifer	1977.0	Mortal details
Holmes, John Clellon	1952.0	Go
Aldiss, Brian Wilson	1977.0	Brothers of the head
	1977.0	Philippine writings : short stories, essays, poetry, with German contributions on Philippine literature
McInerny, Ralph	1977.0	Her death of cold : a Father Dowling mystery
Cleary, Jon	1977.0	Vortex
Martin, George R. R	1977.0	Dying of the light
Jones, Gayl	1977.0	White rat : short stories
McNickle, D'Arcy	1977.0	Wind from an enemy sky : a novel
Harnack, Curtis	1977.0	Under my wings everything prospers
Du Maurier, Daphne	1977.0	Echoes from the macabre : selected stories
Steinbeck, John	1968.0	The grapes of wrath : text and criticism
Aiken, Joan	1977.0	Last movement
Satchidananda, Swami	1977.0	Beyond words
Emecheta, Buchi	1977.0	The slave girl
	1977.0	Contemporary Japanese literature : an anthology of fiction, film, and other writing since 1945
Fowles, John	1977.0	Daniel Martin
Silver, Warren A	1977.0	The green rose : a novel
Savage, Thomas	1977.0	I heard my sister speak my name
Elliott, Sumner Locke	1977.0	Water under the bridge : a novel
Borges, Jorge Luis	1977.0	The book of sand
Fast, Howard	1977.0	The immigrants
Bartholomew, Cecelia	1977.0	Outrun the dark
Safire, William	1977.0	Full disclosure : a novel
	1977.0	Love's gravity
Campbell, R. Wright	1977.0	Circus Couronne
Shuttle, Penelope	1977.0	Rainsplitter in the zodiac garden
Mitchell, Ken	1977.0	Everybody gets something here : stories
Marshall, Alexandra	1977.0	Gus in bronze
Bely, Andrey	1934.0	Petersburg
French, Marilyn	1977.0	The women's room
Stern, Richard G	1977.0	Natural shocks : [a novel]
Tate, Allen	1977.0	The fathers, and other fiction
Rock, Phillip	1977.0	Flickers : a novel
Satchidananda, Swami	1977.0	Living yoga : the value of yoga in today's life
Bailey, Paul	1977.0	Peter Smart's confessions
Moorcock, Michael	1977.0	The condition of muzak : a Jerry Cornelius novel
Dick, Kay	1977.0	They : a sequence of unease
Niranjana	1977.0	The stars shine brightly : saga of Kayyoor martyrs
Kamalā Suṟayya	1976.0	Alphabet of lust
Nahal, Chaman Lal	1977.0	Into another dawn
Ābu Ruśd	1977.0	The unadjusted tune
Bōtan	1977.0	Letters from Thailand
Treacy, Maura	1977.0	Sixpence in her shoe, and other stories
Malgonkar, Manohar	1977.0	Rumble-tumble
	1977.0	An anthology of modern Bengali short stories
	1977.0	The Most beautiful lies : a collection of stories by five major contemporary fiction writers, Bail, Carey, Lure, Moorhouse and Wilding
